seed,baseline,alpha_target,background_drift_slope_per_day,energy_resolution_pct,prior_family_id,standoff_m,regime_id,FAR_at_target_alpha,MedianDetectionDelay_days,TPR_at_alpha_1e-3,FAR_inflation_ratio,CalibrationViolation
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.013439213086653124,8.002007318178048,0.5624042308002093,1.3439213086653123,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.01371755313350516,8.569565369609556,0.45712212139659913,1.371755313350516,1
211,PM Robust minimax detector,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.011147339949209132,5.500845268596782,0.8336381839009689,1.1147339949209132,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.012035984033856615,7.3743271340163625,0.6380548989961022,1.2035984033856615,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.015181942218100524,8.3751908051335,0.5030634496573443,1.5181942218100524,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.012328415543759231,7.594665322289064,0.5919560448347343,1.232841554375923,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.013542653760899064,7.715853520032046,0.5739995850466981,1.3542653760899064,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.013805513694130949,7.897379136768233,0.5774986915144904,1.3805513694130949,1
307,PM Robust minimax detector,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.010835524889316547,5.8086942346090975,0.7741028699838864,1.0835524889316546,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.011727891208597253,6.541935906006322,0.7062977991108037,1.1727891208597252,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.015122202601620099,8.923785190284148,0.4143734528392371,1.5122202601620098,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.012436257539006148,7.258635772724825,0.659310978491775,1.2436257539006148,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.013422271795216623,8.539554665415148,0.4767927003992755,1.3422271795216623,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.014161323529563893,8.367499757968739,0.49578385667935665,1.4161323529563892,1
401,PM Robust minimax detector,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.011078577451150233,5.761558935108399,0.8011504957225,1.1078577451150233,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.011912717777142921,6.665868182532139,0.6795870994498363,1.191271777714292,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.015023833661845636,8.353754826937195,0.500658939979295,1.5023833661845636,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.012397061533896048,7.980743430289839,0.5155293857827362,1.2397061533896048,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.013667330197005112,8.229263775285302,0.5224709453869302,1.3667330197005112,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.014097165388326574,8.190105971738145,0.541030625920849,1.4097165388326574,1
503,PM Robust minimax detector,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.011014286020219593,5.278750201633039,0.8327131695631167,1.1014286020219592,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.012101923613835368,7.215261070716149,0.6329299567364933,1.2101923613835368,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.01509817706882707,8.713418067425824,0.4791772550093263,1.509817706882707,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.0124454722540449,7.286671589424233,0.6513395676253628,1.24454722540449,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.013485654498782806,7.5970344768247795,0.6176479974461527,1.3485654498782806,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,25.0,8df3bcdc1efd,0.01404893051642982,8.262585327910658,0.5254444671811659,1.404893051642982,1
101,PM Robust minimax detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.011235666150133595,7.383064329624447,0.6408666419198795,1.1235666150133594,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012054288927371181,8.210687084864873,0.5311452463000911,1.2054288927371182,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.015152704902220166,10.10811941466384,0.3059146355936431,1.5152704902220167,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012474799797991973,9.130624583064764,0.42168534529838786,1.2474799797991973,1
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.013434754065532191,9.896012876547475,0.3110939882211279,1.343475406553219,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.013873815215398974,9.885218908531412,0.3398358897891673,1.3873815215398975,1
211,PM Robust minimax detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.011077027891256657,6.804080946616311,0.6771465862745253,1.1077027891256657,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012160979747028485,7.455860734921312,0.5976993975926361,1.2160979747028484,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.015039447200243337,10.04823583826719,0.2996147505504584,1.5039447200243337,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012434339074829985,8.992995683169633,0.44702348736544956,1.2434339074829985,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.013382996021910593,9.13118730764305,0.40750422445061035,1.3382996021910591,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.014258922748447065,9.518896536162673,0.37383271815013686,1.4258922748447065,1
307,PM Robust minimax detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.010860457052881784,6.586406081795329,0.6928593117578459,1.0860457052881785,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.01174230491299078,8.394079500049092,0.494187824453266,1.174230491299078,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.014999398804311354,10.262437719683867,0.284224374738707,1.4999398804311355,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012433962695843301,9.46445950495716,0.37021067435176325,1.2433962695843301,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.013552110016875809,9.766053376871191,0.3563559520836098,1.355211001687581,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.014319509936808524,10.000854169833474,0.3123691536899898,1.4319509936808523,1
401,PM Robust minimax detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.010970239988909404,7.198980597925922,0.6334646072791772,1.0970239988909403,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012156379788658031,7.3963880122818875,0.580215037756158,1.2156379788658032,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.015232980067521064,10.223994879430734,0.29169824742156747,1.5232980067521062,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012516283348791162,8.97704983839999,0.41926197703573015,1.2516283348791162,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.013647678371409368,9.189459069392061,0.42751233097812585,1.3647678371409369,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.013744558408221537,10.010230437520644,0.31543298444724177,1.3744558408221537,1
503,PM Robust minimax detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.01103964429232784,6.70427750370822,0.7209945817367271,1.103964429232784,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012055219851506512,8.05186401985813,0.5384945081951499,1.2055219851506511,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.015057347466379925,10.413880560434801,0.26386725528750987,1.5057347466379924,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.012480280282835468,9.094014665758175,0.4053127772370029,1.2480280282835468,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.013419309906845863,9.724064370889412,0.33619159008028554,1.3419309906845862,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,40.0,defc867a11fe,0.014191321529248388,10.1056944901475,0.30780837677019257,1.4191321529248389,1
101,PM Robust minimax detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.010674601373470316,7.779159693649762,0.5575161653777865,1.0674601373470316,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.011854695402605244,10.118384183810887,0.3009524419109925,1.1854695402605244,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.015163523720818034,12.261360897806886,0.12191161562224735,1.5163523720818033,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.012512146921655316,9.92817303011123,0.29306199267469313,1.2512146921655316,1
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.013544124495265306,11.419152419626947,0.16853449643434767,1.3544124495265306,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.01384924765052634,11.421875690545193,0.16295753007358324,1.384924765052634,1
211,PM Robust minimax detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.011061339025359884,8.42094783826299,0.48315439103635444,1.1061339025359884,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.011846668350727686,9.274951391754891,0.38445024893091584,1.1846668350727685,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.015032280509647068,11.859085829124579,0.13647206667534487,1.5032280509647067,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.012460289019003012,11.162178801503803,0.18389313340417987,1.2460289019003012,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.013589361603027263,11.339046063535442,0.18101676448654613,1.3589361603027263,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.014298092830356579,10.83416213182216,0.23065145190825218,1.429809283035658,1
307,PM Robust minimax detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.010809106470015682,7.443933460463856,0.6188886674197868,1.0809106470015681,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.012002701251964376,9.922292488360831,0.349792664880904,1.2002701251964376,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.015144434532646054,11.992284395749646,0.13072103110327601,1.5144434532646054,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.01241332246844495,10.1492471505526,0.2971027612460905,1.241332246844495,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.01343290639975016,11.593948617693995,0.13069601630338837,1.343290639975016,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.013985392542465844,12.106766542272524,0.14992541800010287,1.3985392542465844,1
401,PM Robust minimax detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.01112314409732073,7.962109688916941,0.5614320183694853,1.112314409732073,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.011693178970434462,9.410091588499839,0.3596939795781397,1.1693178970434461,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.01513126655892087,13.109642625425202,0.09892756896096025,1.513126655892087,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.012341641807427844,11.027057785946928,0.1997550642869488,1.2341641807427843,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.01365872791451564,11.602073255590147,0.16428686791548117,1.3658727914515638,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.014063572358633033,12.090200045590114,0.12812397912057985,1.4063572358633032,1
503,PM Robust minimax detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.011065138399941792,7.927669595515703,0.5575869867442492,1.1065138399941792,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.011832278179746209,9.289547240785103,0.3800882912174067,1.183227817974621,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.01518490695706663,11.682897390550528,0.16025736107171368,1.518490695706663,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.012485816948828402,10.654842059378703,0.23604132609519857,1.24858169488284,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.013078939168384065,11.571234317862269,0.1603390089606098,1.3078939168384065,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_huber,60.0,4e646db4e8f2,0.014188553880686546,11.360850600714581,0.19911739666552455,1.4188553880686545,1
101,PM Robust minimax detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.010846002477195056,5.2232002766553,0.8069824892523406,1.0846002477195056,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012292431349754081,6.024048813770277,0.7507388442662766,1.229243134975408,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.01537060906177649,7.439215980631211,0.6062877078411212,1.537060906177649,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012613607706706904,6.854507207083409,0.683907442505163,1.2613607706706904,1
101,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.013647383076976959,7.680176339708165,0.5990103265759267,1.3647383076976958,1
101,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.014110013712688677,8.433812538292443,0.49065292386679976,1.4110013712688676,1
211,PM Robust minimax detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.011136164304373522,5.415647421574626,0.8268415502042892,1.1136164304373521,1
211,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012540229243623252,5.919023659589633,0.7971233326467044,1.254022924362325,1
211,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.015332342398074383,7.239348947679305,0.6729086664567075,1.5332342398074383,1
211,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012780310027561694,6.910269736151609,0.7097892010810838,1.2780310027561694,1
211,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.013970931837848475,8.022256246763476,0.5677364190501707,1.3970931837848475,1
211,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.014312800584771414,7.734671240535115,0.6151565344303213,1.4312800584771415,1
307,PM Robust minimax detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.011081455798583602,4.8623835712973005,0.8517991278537689,1.1081455798583602,1
307,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012270551053861439,7.024721844508864,0.693706332965725,1.2270551053861438,1
307,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.015337507638442665,7.827097880594729,0.5674253854008845,1.5337507638442665,1
307,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012725998612887177,7.319918415720804,0.6394177442231551,1.2725998612887177,1
307,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.013918413203318694,6.849192576556429,0.6975959720553104,1.3918413203318694,1
307,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.014271756248868573,7.597303844763056,0.6326098017961365,1.4271756248868572,1
401,PM Robust minimax detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.011293503082419361,5.79270161332946,0.7954998561014919,1.129350308241936,1
401,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012032224365075481,6.255073630892528,0.7470015238637212,1.2032224365075481,1
401,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.015374394891723831,7.383406795781256,0.6225446502285313,1.537439489172383,1
401,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012698341085328673,7.28377997024011,0.6402506221501814,1.2698341085328673,1
401,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.013621834154815276,7.464211694525999,0.6047902328315214,1.3621834154815275,1
401,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.01415043326992694,8.104950766411132,0.5418288165858598,1.415043326992694,1
503,PM Robust minimax detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.010853973343305968,5.705547203115848,0.7863939388643846,1.0853973343305967,1
503,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012386426129126021,6.75889212803822,0.6941263755347913,1.238642612912602,1
503,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.015323929750584974,7.964295753233517,0.5434837086843141,1.5323929750584975,1
503,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.012484888814704642,7.552462181812743,0.5960319534494007,1.2484888814704642,1
503,BL4 Fixed-threshold TS detector without minimax prior calibration,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.013855457643337768,8.166055072621768,0.5371718040152996,1.3855457643337767,1
503,BL5 Rate-only CUSUM with FAR matching,0.01,0.0,4.0,M_mueller,15.0,516423102f7a,0.014393233540111029,7.9223097698905205,0.5120307417023506,1.4393233540111028,1
101,PM Robust minimax detector,0.01,0.0,4.0,M_mueller,25.0,583ae63749a3,0.011395414980197496,6.1017871837714495,0.7670911756380849,1.1395414980197496,1
101,BL1 Single-prior likelihood-ratio detector,0.01,0.0,4.0,M_mueller,25.0,583ae63749a3,0.012087758324112102,7.169056317735964,0.6044730204803852,1.2087758324112101,1
101,BL2 Count-only SPRT with nominal assumptions,0.01,0.0,4.0,M_mueller,25.0,583ae63749a3,0.015243545806494226,8.247145337337136,0.5167588801248041,1.5243545806494225,1
101,BL3 Nuisance-penalized chi-square spectral fit,0.01,0.0,4.0,M_mueller,25.0,583ae63749a3,0.01260507597496442,7.808635841392337,0.5778816016968112,1.260507597496442,1
